Sale_ID,Customer_ID,Date,Car_Model,Region,Country,City,Units_Sold,Sale_Amount_USD,Color,Battery_Type,Delivery_Time_Days,Customer_Type,Dealer_Name
S0198,CUST0198,2024-11-17,Model X,Europe,Australia,Adelaide,5,600000,Black,Long Range,13,Corporate,Johnson-Logan Tesla
S0199,CUST0199,2024-08-21,Model X,Europe,Germany,Hamburg,4,560000,Blue,Performance,30,Individual,Adams-Galloway Tesla
S0200,CUST0200,2025-01-20,Model X,North America,Japan,Yokohama,2,240000,Red,Long Range,29,Individual,Smith and Sons Tesla
S0201,CUST0201,2024-05-08,Cybertruck,Europe,France,Toulouse,3,180000,Blue,Standard Range,24,Corporate,Parsons-Hobbs Tesla
S0202,CUST0202,2023-12-05,Model S,Europe,France,Lyon,5,450000,Red,Standard Range,5,Corporate,Jackson LLC Tesla
S0203,CUST0203,2023-07-08,Model 3,North America,USA,San Francisco,4,252000,Silver,Performance,58,Corporate,"Oliver, Russell and Rodriguez Tesla"
S0204,CUST0204,2024-06-17,Cybertruck,North America,China,Guangzhou,5,420000,Blue,Performance,60,Corporate,Hoover Ltd Tesla
S0205,CUST0205,2024-05-14,Model 3,Asia,Canada,Toronto,3,162000,Blue,Long Range,13,Corporate,"Figueroa, Fisher and Turner Tesla"
S0206,CUST0206,2025-01-16,Model S,North America,India,Delhi,1,126000,Blue,Performance,32,Individual,Figueroa-Fuller Tesla
S0207,CUST0207,2023-05-31,Model 3,Asia,USA,Los Angeles,4,216000,Black,Long Range,25,Corporate,Barnes Ltd Tesla
S0208,CUST0208,2023-06-09,Model 3,Asia,India,Delhi,4,180000,White,Standard Range,57,Individual,"Munoz, Short and Johnson Tesla"
S0209,CUST0209,2024-09-27,Model X,North America,Germany,Frankfurt,5,600000,Red,Long Range,12,Corporate,Davis-Cline Tesla
S0210,CUST0210,2025-03-24,Cybertruck,Europe,USA,Los Angeles,4,336000,Silver,Performance,35,Individual,Warren Ltd Tesla
S0211,CUST0211,2023-06-13,Model 3,Asia,Japan,Sapporo,2,108000,Silver,Long Range,11,Individual,"Kim, Clark and Phillips Tesla"
S0212,CUST0212,2023-09-10,Cybertruck,Europe,Brazil,Brasília,1,60000,Silver,Standard Range,18,Corporate,Martin Group Tesla
S0213,CUST0213,2024-07-17,Model S,North America,Brazil,Salvador,4,360000,Red,Standard Range,21,Individual,Baker-Nash Tesla
S0214,CUST0214,2024-05-18,Cybertruck,Europe,India,Mumbai,3,216000,White,Long Range,48,Individual,Burnett and Sons Tesla
S0215,CUST0215,2024-01-08,Model S,North America,France,Paris,4,504000,White,Performance,15,Corporate,Park Ltd Tesla
S0216,CUST0216,2025-02-11,Model 3,North America,China,Guangzhou,2,90000,Blue,Standard Range,55,Individual,"Moore, Flores and Nguyen Tesla"
S0217,CUST0217,2025-03-27,Cybertruck,North America,Japan,Sapporo,4,240000,White,Standard Range,60,Corporate,Ramos-Watkins Tesla
S0218,CUST0218,2024-03-27,Cybertruck,Europe,Brazil,Brasília,2,168000,Black,Performance,46,Individual,Gomez and Sons Tesla
S0219,CUST0219,2024-09-09,Model S,Asia,Australia,Melbourne,5,630000,Blue,Performance,17,Corporate,Gill LLC Tesla
S0220,CUST0220,2023-05-21,Model X,Europe,Germany,Hamburg,4,560000,Black,Performance,57,Individual,"Porter, Coleman and Schneider Tesla"
S0221,CUST0221,2023-07-15,Model S,North America,Japan,Nagoya,5,630000,Red,Performance,47,Corporate,"Oneill, Keller and Walls Tesla"
S0222,CUST0222,2023-05-26,Cybertruck,North America,USA,San Francisco,5,420000,Red,Performance,17,Corporate,"Torres, Chase and Moon Tesla"
S0223,CUST0223,2024-03-03,Model S,North America,France,Paris,5,450000,Blue,Standard Range,15,Individual,"Schultz, Stewart and Page Tesla"
S0224,CUST0224,2024-06-04,Model X,Europe,France,Paris,5,700000,Red,Performance,9,Corporate,"Lee, Diaz and Hampton Tesla"
S0225,CUST0225,2024-02-20,Model X,North America,Australia,Melbourne,2,200000,Blue,Standard Range,40,Corporate,Perez PLC Tesla
S0226,CUST0226,2024-10-25,Cybertruck,Europe,Canada,Toronto,3,180000,Black,Standard Range,56,Individual,Lewis and Sons Tesla
S0227,CUST0227,2023-05-25,Model X,Europe,Japan,Tokyo,1,100000,White,Standard Range,54,Corporate,"Norris, Chase and Long Tesla"
S0228,CUST0228,2024-09-04,Model X,Europe,Australia,Sydney,1,120000,Blue,Long Range,45,Individual,"Brown, Mooney and Thompson Tesla"
S0229,CUST0229,2024-01-18,Model X,North America,Germany,Berlin,4,480000,Silver,Long Range,43,Corporate,"Williams, Johnson and Williams Tesla"
S0230,CUST0230,2023-05-07,Cybertruck,Asia,Germany,Cologne,3,252000,Red,Performance,36,Corporate,Case LLC Tesla
S0231,CUST0231,2024-04-27,Model X,Europe,Germany,Cologne,3,420000,Silver,Performance,57,Individual,Drake-Blair Tesla
S0232,CUST0232,2024-09-03,Model X,Asia,Japan,Yokohama,4,560000,Blue,Performance,26,Corporate,Williams PLC Tesla
S0233,CUST0233,2023-12-26,Model X,Europe,China,Beijing,2,280000,Silver,Performance,55,Individual,Ramirez and Sons Tesla
S0234,CUST0234,2024-01-07,Model X,Asia,Germany,Berlin,1,120000,Black,Long Range,33,Corporate,Schroeder-Davila Tesla
S0235,CUST0235,2024-08-31,Cybertruck,Europe,Australia,Perth,2,120000,White,Standard Range,32,Individual,Hall-Howell Tesla
S0236,CUST0236,2024-07-15,Cybertruck,North America,Australia,Brisbane,1,72000,Blue,Long Range,10,Corporate,Rocha PLC Tesla
S0237,CUST0237,2024-09-27,Model S,North America,Canada,Toronto,2,252000,White,Performance,14,Individual,"Wolfe, Green and Melendez Tesla"
S0238,CUST0238,2024-09-05,Cybertruck,Asia,Japan,Sapporo,4,288000,Black,Long Range,21,Individual,"Taylor, Montoya and Cooper Tesla"
S0239,CUST0239,2024-04-30,Model S,Europe,France,Toulouse,4,432000,Red,Long Range,57,Corporate,Jones Group Tesla
S0240,CUST0240,2024-11-09,Model X,Europe,Canada,Ottawa,2,280000,Red,Performance,16,Individual,"Reyes, Evans and Cook Tesla"
S0241,CUST0241,2023-05-07,Model 3,Asia,Japan,Osaka,4,252000,Silver,Performance,10,Individual,"Williams, Compton and Velasquez Tesla"
S0242,CUST0242,2024-04-14,Cybertruck,Europe,Japan,Sapporo,5,360000,Blue,Long Range,16,Corporate,Reynolds-Wang Tesla
S0243,CUST0243,2024-11-08,Model S,Asia,Canada,Calgary,1,90000,White,Standard Range,15,Corporate,Wallace-Green Tesla
S0244,CUST0244,2023-12-12,Model X,Asia,Australia,Sydney,4,560000,White,Performance,5,Individual,"Morris, Mejia and Ochoa Tesla"
S0245,CUST0245,2024-11-27,Model S,North America,Canada,Toronto,4,504000,Silver,Performance,15,Corporate,Patterson LLC Tesla
S0246,CUST0246,2025-04-15,Model 3,Asia,Brazil,Fortaleza,1,54000,Red,Long Range,16,Corporate,Rice-Reeves Tesla
S0247,CUST0247,2023-05-19,Model S,North America,UK,Manchester,1,90000,Black,Standard Range,34,Individual,Cameron-Hughes Tesla
S0248,CUST0248,2023-08-05,Cybertruck,Asia,UK,Birmingham,1,84000,Black,Performance,50,Corporate,Anthony Ltd Tesla
S0249,CUST0249,2024-03-22,Cybertruck,Europe,China,Beijing,2,144000,White,Long Range,29,Individual,Sanders-Scott Tesla
S0250,CUST0250,2023-08-11,Model 3,North America,USA,Houston,1,45000,Blue,Standard Range,16,Corporate,Stewart-Waller Tesla
S0251,CUST0251,2024-01-04,Model S,North America,India,Bangalore,2,252000,White,Performance,14,Corporate,Moss-Maldonado Tesla
S0252,CUST0252,2023-09-14,Cybertruck,Asia,UK,Liverpool,1,72000,Black,Long Range,14,Corporate,Johnson Inc Tesla
S0253,CUST0253,2024-04-26,Model S,North America,India,Delhi,4,432000,Red,Long Range,17,Individual,"Jacobs, Wright and Burke Tesla"
S0254,CUST0254,2023-11-22,Model X,Asia,UK,Birmingham,5,700000,Blue,Performance,20,Corporate,"Humphrey, Gomez and Cox Tesla"
S0255,CUST0255,2024-10-02,Model X,North America,Brazil,Salvador,3,300000,White,Standard Range,35,Individual,Carpenter-Moore Tesla
S0256,CUST0256,2024-11-22,Cybertruck,Asia,Australia,Sydney,4,240000,Silver,Standard Range,51,Individual,Reynolds LLC Tesla
S0257,CUST0257,2023-05-13,Cybertruck,Asia,Australia,Adelaide,4,240000,Red,Standard Range,52,Individual,Reese Ltd Tesla
S0258,CUST0258,2024-01-24,Model X,North America,India,Bangalore,2,280000,Black,Performance,39,Corporate,"Porter, Berry and Jones Tesla"
S0259,CUST0259,2025-01-05,Cybertruck,North America,USA,Houston,4,240000,White,Standard Range,57,Corporate,Acevedo LLC Tesla
S0260,CUST0260,2024-07-20,Model X,Asia,UK,Manchester,3,300000,Black,Standard Range,18,Corporate,"Martin, Garrett and Patel Tesla"
S0261,CUST0261,2024-06-23,Model S,Europe,Japan,Osaka,3,324000,Silver,Long Range,42,Corporate,Wise-Martin Tesla
S0262,CUST0262,2023-12-05,Model X,Europe,India,Hyderabad,2,280000,Black,Performance,6,Corporate,Martin LLC Tesla
S0263,CUST0263,2024-12-05,Model X,Asia,Brazil,São Paulo,3,300000,White,Standard Range,29,Individual,Garrison Ltd Tesla
S0264,CUST0264,2024-07-17,Model S,Asia,UK,Manchester,2,252000,Blue,Performance,38,Corporate,Morrow-Horton Tesla
S0265,CUST0265,2025-01-29,Model X,North America,Japan,Tokyo,1,100000,Red,Standard Range,46,Corporate,Owens Group Tesla
S0266,CUST0266,2025-01-27,Cybertruck,Asia,Australia,Brisbane,1,84000,Red,Performance,17,Individual,Clay-Richards Tesla
S0267,CUST0267,2023-07-07,Cybertruck,North America,Canada,Montreal,3,216000,Red,Long Range,53,Individual,"Hurst, Myers and Ross Tesla"
S0268,CUST0268,2023-07-17,Model X,Asia,Australia,Sydney,1,140000,Black,Performance,6,Individual,Anderson-Jones Tesla
S0269,CUST0269,2024-07-28,Model X,Asia,Canada,Montreal,3,300000,Black,Standard Range,38,Corporate,Davidson LLC Tesla
S0270,CUST0270,2024-12-11,Cybertruck,Asia,France,Toulouse,1,72000,Blue,Long Range,9,Individual,Rodriguez-Ruiz Tesla
S0271,CUST0271,2024-11-30,Model 3,Europe,Germany,Berlin,5,225000,Silver,Standard Range,36,Corporate,Jones Ltd Tesla
S0272,CUST0272,2024-04-04,Model 3,Asia,Brazil,Rio de Janeiro,4,252000,Black,Performance,38,Corporate,"Dean, King and Chambers Tesla"
S0273,CUST0273,2024-05-14,Model 3,North America,UK,Birmingham,3,189000,Blue,Performance,12,Individual,"Conway, Howe and Gordon Tesla"
S0274,CUST0274,2023-11-28,Cybertruck,North America,France,Toulouse,4,336000,Blue,Performance,42,Corporate,Welch PLC Tesla
S0275,CUST0275,2023-05-25,Cybertruck,Europe,Germany,Frankfurt,2,144000,Blue,Long Range,39,Individual,"Guzman, Stafford and Brady Tesla"
S0276,CUST0276,2024-11-26,Model S,Europe,Japan,Yokohama,3,378000,Black,Performance,36,Individual,"Hawkins, Butler and Hughes Tesla"
S0277,CUST0277,2023-05-23,Model 3,Asia,Canada,Toronto,4,252000,Red,Performance,16,Individual,"Fox, Daniels and Stevenson Tesla"
S0278,CUST0278,2023-07-19,Model 3,North America,China,Beijing,1,63000,Blue,Performance,9,Individual,"Stein, Clarke and Tucker Tesla"
S0279,CUST0279,2025-03-17,Model X,Europe,India,Chennai,3,360000,White,Long Range,35,Corporate,Gates-Tanner Tesla
S0280,CUST0280,2024-05-25,Model S,Europe,UK,Manchester,3,324000,White,Long Range,48,Corporate,Mckay Ltd Tesla
S0281,CUST0281,2024-01-09,Model X,Europe,India,Mumbai,2,200000,White,Standard Range,11,Individual,Moore LLC Tesla
S0282,CUST0282,2024-04-02,Cybertruck,Asia,Brazil,Rio de Janeiro,3,216000,Red,Long Range,36,Individual,Flores-Whitaker Tesla
S0283,CUST0283,2024-09-17,Model S,North America,India,Delhi,4,504000,Red,Performance,21,Corporate,Hansen Group Tesla
S0284,CUST0284,2023-10-20,Cybertruck,Europe,Canada,Vancouver,3,180000,Red,Standard Range,46,Individual,Brady PLC Tesla
S0285,CUST0285,2024-03-14,Model X,Europe,Canada,Calgary,4,480000,Blue,Long Range,9,Individual,Jordan Inc Tesla
S0286,CUST0286,2024-08-13,Cybertruck,Europe,USA,Chicago,4,336000,Silver,Performance,27,Individual,Miller-Moon Tesla
S0287,CUST0287,2024-05-07,Model 3,North America,Australia,Sydney,1,45000,Red,Standard Range,59,Corporate,Casey and Sons Tesla
S0288,CUST0288,2025-02-14,Model X,Asia,Canada,Ottawa,3,300000,Silver,Standard Range,26,Corporate,Werner Group Tesla
S0289,CUST0289,2023-11-05,Model S,North America,China,Shenzhen,5,540000,White,Long Range,10,Corporate,Smith and Sons Tesla
S0290,CUST0290,2024-03-30,Cybertruck,Europe,Canada,Calgary,5,300000,Silver,Standard Range,58,Corporate,Brennan Group Tesla
S0291,CUST0291,2023-12-31,Model S,Europe,Australia,Perth,1,126000,Black,Performance,28,Individual,"Bowman, Powers and Day Tesla"
S0292,CUST0292,2023-11-22,Model X,Europe,Japan,Sapporo,1,120000,White,Long Range,40,Corporate,Snyder LLC Tesla
S0293,CUST0293,2023-12-28,Model X,North America,USA,Los Angeles,1,100000,White,Standard Range,23,Individual,Mccarthy Ltd Tesla
S0294,CUST0294,2025-01-02,Model X,Europe,India,Mumbai,1,120000,Black,Long Range,24,Corporate,"Perry, Cooper and Hess Tesla"
S0295,CUST0295,2024-01-04,Model S,Europe,France,Lyon,5,450000,Blue,Standard Range,45,Corporate,"Butler, Contreras and Kelley Tesla"
S0296,CUST0296,2024-12-19,Model S,Asia,USA,Los Angeles,2,180000,Red,Standard Range,27,Individual,Perkins Ltd Tesla
S0297,CUST0297,2023-06-28,Model X,North America,Australia,Perth,2,280000,White,Performance,50,Corporate,Allison-Davis Tesla
S0298,CUST0298,2025-04-15,Model 3,Europe,Japan,Sapporo,3,189000,Black,Performance,59,Corporate,Harris PLC Tesla
S0299,CUST0299,2025-02-14,Model X,North America,Germany,Berlin,4,480000,White,Long Range,55,Corporate,Higgins Ltd Tesla
S0300,CUST0300,2024-06-19,Model S,North America,France,Paris,4,360000,Red,Standard Range,9,Corporate,"Church, Collier and Humphrey Tesla"
S0301,CUST0301,2024-08-14,Model 3,Europe,USA,New York,5,315000,White,Performance,20,Individual,"Todd, Schroeder and Dorsey Tesla"
S0302,CUST0302,2023-11-08,Model 3,North America,Brazil,Salvador,1,63000,Silver,Performance,39,Individual,"Branch, Bennett and Ewing Tesla"
S0303,CUST0303,2023-06-30,Model 3,Asia,India,Hyderabad,5,270000,Red,Long Range,8,Individual,"Hunt, Rivas and Warren Tesla"
S0304,CUST0304,2024-07-14,Model X,Europe,France,Nice,4,480000,White,Long Range,45,Corporate,"Carlson, Sampson and Hopkins Tesla"
S0305,CUST0305,2023-10-28,Cybertruck,Europe,China,Shanghai,4,288000,White,Long Range,53,Corporate,Gonzalez LLC Tesla
S0306,CUST0306,2023-06-07,Model X,Europe,Germany,Munich,1,140000,Silver,Performance,53,Corporate,Arellano LLC Tesla
S0307,CUST0307,2023-07-19,Model X,North America,Germany,Munich,1,100000,Black,Standard Range,19,Individual,Welch Group Tesla
S0308,CUST0308,2024-05-26,Model S,Europe,UK,Leeds,1,90000,Red,Standard Range,10,Individual,Silva PLC Tesla
S0309,CUST0309,2023-12-13,Model S,Europe,France,Lyon,4,360000,White,Standard Range,17,Individual,Jones-Guerra Tesla
S0310,CUST0310,2024-05-14,Cybertruck,North America,Australia,Adelaide,5,420000,Blue,Performance,18,Corporate,Bentley-Kent Tesla
S0311,CUST0311,2023-09-15,Cybertruck,Europe,Canada,Montreal,1,84000,Blue,Performance,52,Individual,Robbins LLC Tesla
S0312,CUST0312,2024-05-07,Model X,Asia,India,Mumbai,5,700000,White,Performance,36,Corporate,Soto-Lopez Tesla
S0313,CUST0313,2025-03-15,Cybertruck,Europe,Germany,Frankfurt,1,84000,Red,Performance,60,Corporate,"Foster, Massey and Schaefer Tesla"
S0314,CUST0314,2023-07-24,Model 3,Europe,UK,Manchester,3,189000,Red,Performance,34,Corporate,Clark-Ryan Tesla
S0315,CUST0315,2024-11-04,Cybertruck,North America,Australia,Perth,3,216000,Blue,Long Range,28,Individual,Jackson-Roberts Tesla
S0316,CUST0316,2023-10-20,Cybertruck,Europe,France,Toulouse,2,144000,Blue,Long Range,7,Corporate,Sanchez-Medina Tesla
S0317,CUST0317,2024-08-23,Model X,Europe,Japan,Yokohama,2,200000,Blue,Standard Range,56,Corporate,Richardson-Gilbert Tesla
S0318,CUST0318,2024-10-26,Cybertruck,Asia,France,Toulouse,4,240000,Blue,Standard Range,34,Corporate,Raymond-Garcia Tesla
S0319,CUST0319,2024-03-09,Model 3,Europe,Germany,Hamburg,4,216000,Blue,Long Range,52,Individual,Kelley and Sons Tesla
S0320,CUST0320,2024-11-11,Model S,Asia,Canada,Montreal,2,180000,Silver,Standard Range,28,Individual,Macdonald-Patel Tesla
S0321,CUST0321,2025-01-28,Model X,Asia,China,Shanghai,3,300000,Blue,Standard Range,18,Corporate,Serrano-Jones Tesla
S0322,CUST0322,2025-02-18,Model X,Europe,Australia,Sydney,3,420000,Red,Performance,11,Individual,"Hill, Rollins and Page Tesla"
S0323,CUST0323,2024-01-27,Cybertruck,North America,Japan,Osaka,4,240000,Red,Standard Range,56,Individual,Griffin-Edwards Tesla
S0324,CUST0324,2023-05-19,Model S,Asia,USA,New York,1,108000,White,Long Range,12,Individual,Odom Group Tesla
S0325,CUST0325,2024-06-25,Model S,North America,UK,Birmingham,5,540000,Silver,Long Range,14,Corporate,"Fletcher, Fischer and Hart Tesla"
S0326,CUST0326,2024-10-21,Cybertruck,Europe,USA,Chicago,2,120000,Black,Standard Range,7,Individual,Lewis-Rowe Tesla
S0327,CUST0327,2024-09-22,Model 3,Europe,Brazil,Salvador,2,108000,White,Long Range,48,Corporate,"Coleman, Nelson and Keith Tesla"
S0328,CUST0328,2025-01-05,Cybertruck,North America,Australia,Adelaide,5,360000,Silver,Long Range,48,Corporate,Schmitt Inc Tesla
S0329,CUST0329,2023-12-01,Model S,Asia,Japan,Nagoya,3,324000,Red,Long Range,41,Individual,"Mejia, Jones and Townsend Tesla"
S0330,CUST0330,2023-06-17,Model 3,Asia,India,Bangalore,3,162000,White,Long Range,32,Individual,"Hardin, Khan and Glass Tesla"
S0331,CUST0331,2025-04-05,Model 3,Europe,Canada,Toronto,5,225000,Black,Standard Range,20,Corporate,Powell and Sons Tesla
S0332,CUST0332,2023-07-29,Model X,Asia,France,Paris,5,700000,Silver,Performance,27,Corporate,"Mcdonald, Cortez and Duncan Tesla"
S0333,CUST0333,2024-07-23,Model S,North America,Brazil,Salvador,5,630000,Silver,Performance,48,Individual,Doyle-Murphy Tesla
S0334,CUST0334,2024-10-07,Model X,Asia,USA,Los Angeles,4,400000,Silver,Standard Range,19,Corporate,Wright-Carter Tesla
S0335,CUST0335,2024-10-22,Model 3,Europe,Japan,Sapporo,4,180000,Red,Standard Range,43,Corporate,"White, Duncan and Sampson Tesla"
S0336,CUST0336,2023-05-05,Model S,North America,USA,San Francisco,4,432000,Blue,Long Range,37,Individual,Castaneda PLC Tesla
S0337,CUST0337,2024-07-13,Cybertruck,Asia,UK,Manchester,2,120000,Silver,Standard Range,6,Corporate,White Group Tesla
S0338,CUST0338,2024-12-26,Cybertruck,Europe,Australia,Adelaide,2,144000,Black,Long Range,29,Individual,Garcia-Lawson Tesla
S0339,CUST0339,2024-01-22,Model X,North America,UK,Manchester,1,140000,White,Performance,42,Individual,"Spence, Wu and Singleton Tesla"
S0340,CUST0340,2024-09-17,Cybertruck,Europe,China,Chengdu,1,60000,Black,Standard Range,42,Individual,Taylor LLC Tesla
S0341,CUST0341,2024-02-19,Cybertruck,North America,Japan,Tokyo,2,144000,Silver,Long Range,16,Corporate,"Johnson, Lucas and Simmons Tesla"
S0342,CUST0342,2025-02-07,Model X,North America,UK,Manchester,2,280000,Blue,Performance,36,Corporate,Meyer and Sons Tesla
S0343,CUST0343,2023-12-24,Model X,Europe,Australia,Melbourne,2,200000,Red,Standard Range,33,Individual,Hunter-Mcmahon Tesla
S0344,CUST0344,2025-01-26,Model 3,Asia,Japan,Sapporo,2,90000,Blue,Standard Range,59,Corporate,Scott Inc Tesla
S0345,CUST0345,2024-06-20,Cybertruck,Asia,Australia,Adelaide,5,360000,Blue,Long Range,22,Corporate,Thomas-Stanley Tesla
S0346,CUST0346,2024-02-04,Cybertruck,Europe,USA,Chicago,3,180000,White,Standard Range,34,Individual,Green-Carroll Tesla
S0347,CUST0347,2023-05-09,Model X,Europe,Brazil,São Paulo,4,480000,Silver,Long Range,23,Corporate,Moore-Hall Tesla
S0348,CUST0348,2024-09-22,Cybertruck,North America,France,Nice,2,168000,Black,Performance,39,Corporate,"Hall, Simmons and Webster Tesla"
S0349,CUST0349,2025-03-24,Model 3,Europe,Germany,Hamburg,1,63000,White,Performance,23,Corporate,Mosley-Perkins Tesla
S0350,CUST0350,2023-05-21,Cybertruck,North America,Australia,Adelaide,4,288000,Red,Long Range,31,Corporate,Hughes-Kim Tesla
S0351,CUST0351,2024-02-15,Model 3,North America,Germany,Frankfurt,4,216000,Black,Long Range,11,Individual,Robertson-Leonard Tesla
S0352,CUST0352,2023-12-08,Model X,Europe,France,Toulouse,5,500000,Black,Standard Range,21,Corporate,"Hill, Lee and Ford Tesla"
S0353,CUST0353,2025-02-27,Cybertruck,Asia,Brazil,São Paulo,2,144000,Blue,Long Range,25,Corporate,"Noble, Jordan and Daniels Tesla"
S0354,CUST0354,2023-11-06,Model X,Europe,Japan,Tokyo,1,140000,White,Performance,7,Corporate,Dunn LLC Tesla
S0355,CUST0355,2024-12-10,Model S,Asia,Brazil,Fortaleza,2,252000,White,Performance,42,Individual,"Foster, Montoya and Adams Tesla"
S0356,CUST0356,2025-01-11,Model S,North America,France,Marseille,2,216000,Silver,Long Range,38,Corporate,"Lane, Hubbard and Ramsey Tesla"
S0357,CUST0357,2025-04-13,Model X,Europe,Japan,Osaka,2,240000,Red,Long Range,11,Corporate,Montgomery and Sons Tesla
S0358,CUST0358,2023-07-15,Model 3,Europe,Australia,Sydney,5,270000,Black,Long Range,37,Individual,Davis Ltd Tesla
S0359,CUST0359,2024-11-26,Cybertruck,Europe,Germany,Frankfurt,4,240000,Blue,Standard Range,53,Individual,Norris-Fitzpatrick Tesla
S0360,CUST0360,2024-02-05,Cybertruck,Asia,China,Chengdu,5,300000,Blue,Standard Range,50,Individual,Lopez LLC Tesla
S0361,CUST0361,2024-12-30,Model S,North America,Australia,Sydney,3,270000,Black,Standard Range,39,Corporate,Juarez PLC Tesla
S0362,CUST0362,2025-01-23,Cybertruck,North America,Brazil,São Paulo,1,72000,Silver,Long Range,40,Corporate,"Franklin, Smith and Smith Tesla"
S0363,CUST0363,2023-05-28,Model X,Asia,USA,Chicago,4,480000,Blue,Long Range,28,Individual,Morse PLC Tesla
S0364,CUST0364,2024-04-28,Model X,Europe,France,Marseille,3,300000,Red,Standard Range,56,Corporate,Curtis-Strong Tesla
S0365,CUST0365,2023-05-15,Model S,North America,USA,New York,4,504000,Red,Performance,50,Corporate,"Leon, Porter and Hernandez Tesla"
S0366,CUST0366,2025-02-13,Model S,Asia,Japan,Yokohama,3,324000,Blue,Long Range,6,Corporate,Brown-Cohen Tesla
S0367,CUST0367,2023-10-14,Model X,Europe,Australia,Brisbane,4,480000,Blue,Long Range,8,Corporate,Randall-Hernandez Tesla
S0368,CUST0368,2024-09-02,Model 3,Asia,UK,Leeds,3,189000,White,Performance,22,Individual,Daugherty-Fuller Tesla
S0369,CUST0369,2023-08-03,Model X,Asia,Canada,Ottawa,3,360000,Blue,Long Range,50,Individual,Allen-Edwards Tesla
S0370,CUST0370,2024-12-16,Cybertruck,North America,China,Beijing,2,120000,White,Standard Range,53,Individual,Smith-Rogers Tesla
S0371,CUST0371,2024-01-07,Cybertruck,Asia,France,Paris,4,240000,Silver,Standard Range,24,Corporate,Tyler-Gregory Tesla
S0372,CUST0372,2025-03-10,Model 3,Europe,China,Guangzhou,2,90000,White,Standard Range,45,Corporate,Jones-Wallace Tesla
S0373,CUST0373,2024-03-06,Model X,North America,Japan,Yokohama,2,280000,Silver,Performance,15,Corporate,Johnson-Davis Tesla
S0374,CUST0374,2024-12-14,Model X,Europe,Canada,Ottawa,1,100000,Black,Standard Range,12,Corporate,"Shepherd, Graham and Baker Tesla"
S0375,CUST0375,2025-01-28,Model S,Europe,China,Shenzhen,1,90000,Silver,Standard Range,33,Individual,Jordan-Wall Tesla
S0376,CUST0376,2023-12-11,Model 3,Europe,China,Shanghai,3,162000,Black,Long Range,14,Individual,"Collins, Jones and Brennan Tesla"
S0377,CUST0377,2023-08-26,Model 3,Europe,Germany,Berlin,2,126000,Silver,Performance,34,Individual,Nelson Inc Tesla
S0378,CUST0378,2025-03-30,Model X,North America,France,Lyon,3,420000,Silver,Performance,54,Corporate,"Potter, Barnes and Barnett Tesla"
S0379,CUST0379,2024-10-10,Model 3,Europe,France,Lyon,1,54000,Black,Long Range,55,Individual,Johnson-Cooper Tesla
S0380,CUST0380,2024-12-18,Cybertruck,North America,Brazil,Rio de Janeiro,2,168000,White,Performance,21,Corporate,Kelley-Dixon Tesla
S0381,CUST0381,2024-01-22,Model S,Europe,Japan,Osaka,3,324000,Blue,Long Range,22,Corporate,Walters-Soto Tesla
S0382,CUST0382,2024-10-25,Model S,Asia,Japan,Tokyo,1,126000,Blue,Performance,29,Corporate,Freeman and Sons Tesla
S0383,CUST0383,2025-04-26,Model 3,Asia,USA,New York,5,270000,Blue,Long Range,8,Corporate,Cook-Black Tesla
S0384,CUST0384,2024-11-25,Model S,Europe,Canada,Montreal,5,630000,Blue,Performance,59,Individual,Gonzalez Group Tesla
S0385,CUST0385,2023-11-21,Model 3,North America,India,Delhi,4,216000,Blue,Long Range,29,Corporate,Morris PLC Tesla
S0386,CUST0386,2023-07-07,Model 3,Europe,France,Marseille,3,135000,Red,Standard Range,44,Corporate,Nelson-Townsend Tesla
S0387,CUST0387,2023-12-11,Cybertruck,Asia,USA,Los Angeles,4,240000,Silver,Standard Range,59,Corporate,"Romero, Garcia and Alvarado Tesla"
S0388,CUST0388,2023-12-29,Model S,Asia,UK,Leeds,3,270000,White,Standard Range,51,Corporate,Parker Inc Tesla
S0389,CUST0389,2024-05-11,Model X,Asia,UK,Manchester,2,200000,Black,Standard Range,38,Corporate,"Alvarado, Chan and Holt Tesla"
S0390,CUST0390,2025-01-01,Model 3,Asia,France,Marseille,3,162000,White,Long Range,44,Corporate,Clarke PLC Tesla
S0391,CUST0391,2024-08-22,Model 3,Asia,India,Chennai,5,315000,White,Performance,36,Corporate,Mullins LLC Tesla
S0392,CUST0392,2023-11-04,Model X,Asia,China,Beijing,4,480000,Red,Long Range,54,Corporate,Phelps PLC Tesla
S0393,CUST0393,2024-05-25,Model 3,North America,Canada,Montreal,1,45000,Red,Standard Range,9,Corporate,Mason-Andrews Tesla
S0394,CUST0394,2025-03-09,Model S,Asia,Brazil,Brasília,2,252000,Blue,Performance,6,Individual,Bailey-Garrett Tesla
S0395,CUST0395,2024-10-17,Model S,North America,Canada,Toronto,1,108000,White,Long Range,23,Individual,Griffin LLC Tesla
S0396,CUST0396,2024-09-18,Cybertruck,Asia,UK,Leeds,2,120000,White,Standard Range,24,Individual,"Carlson, Morgan and Martin Tesla"
S0397,CUST0397,2023-11-20,Model 3,North America,France,Marseille,4,252000,Black,Performance,41,Individual,Mcdaniel-Price Tesla
S0398,CUST0398,2024-11-19,Cybertruck,Europe,Brazil,Salvador,5,420000,White,Performance,12,Corporate,"Sutton, King and Perry Tesla"
